clean_text,labels
duniya kaha se kaha pahuch lekin india me aj bhi jat pat hindu muslim ho raha hai,0
modi modi hi chaye ayesa dekh kar mousalmano ab vote modi ko de hindo rastra me jati bhed honga hi,1
ab hm logo ko bhi aise kar na chahiye itana salo ke mar khate a rahe hai kab marenge,1
aman agar tum log rahte mere bhai har country se tume log aise katate nai zinda jalate agar burma me muslim kat rahe hai hume kya karna hum indian hai agar tume jana hai jao mare burma walo ko kisine roka hai,1
"hn toh equality ki bat mt kro ki sbko equal smghe , phle constitution se htwao inequality , hum 10 marks pake fail , baki anpadh 20 marks pake pas",0
masih ishu maseh k changai se sab thik krte h to fir america europe me sabse jyada hospital kyu h,0
matlab hinduo ki galti thi bhaiya bichare muslim mare gaye bina bat ke wah re lalantop chutiye,1
agar ek bap ke hote to pehle lahore le lete wahin se to botiyan a re hai,0
bap ne to paida hi nahin kiya tha ki aisa kar sakte nahin to main rahata na sidha mar deta jagah per hi bakwas samne nahin hai,0
nahi beta ele ele lolipop kha des banta he katu shoch jo isdes me shalo se chalraha he hamre des me ek kahawat phut dalo raz karo tum nhi shamjho ge abhi bachche ho tum lolipop kha,0
saurabh ji vivad 320 per ho sakta hai kisi yek k sath tho huva usake prati b humhe chop rahana chahiye,0
"aryr bhaiya ye rservation pane wale sarkar se jakar kyu ni kahte ki indian nationalty sirf rakhe , dalit sabd to sarkar use karti h reservations ka prasad pane k liye to hm dalit aur kuchle log hein social position k liye hme barabri ka hq de do kya desh k kisi sc ya st candidet m ye power hein ki vo reservations ka prasad lena chod de",0
hahaha muft ka nhi khate tum har trh ki bikh tmhe start se hi govt se milti h ek bar pta krlo sbse jyada tax kon deta h tmhari sc st pura tax mila ke hmare tax ka 10 bhi nhi hoga,1
alahu akbar alahu akbar islam zindabad tum log kuch bhi kar lo ham muslim girls tum gobar khane walo ke jal me kabhi nahi ayenge,1
halelujah halelujah pres the lord isah masih ki jaiwo yugah nu yug se lekar jivta parmeshvar thahaiaur rahegajai masih ki,0
"gaw ke budhe aged aur ghatiya log pta n apne apko kya smjhta hai , dusre caste se bhedbhav krta hai",0
brahman to hoshiyar hota h camera pr kabhi bhi galt bat nahi krta lekin ye pagal brahman pta nahi kitne gharo me andbhagat paida kerega isko to khud pdai ki zrort hai isko degre dene wale bhi pta nahi isi jati se honge isliye doctor ki degre mil gai,0
loljab bhagwan me mante nhi to fir mandir kyu ja rhe randirona krne ke liye bas bahane chahiye,0
"same caste to nehi pata , same parvarish category me sadi karni chahiye bacho ko sanskar dene ki adhar par sadi karni chahiye",0
hey madarchod media wale desh mein musalman ke kis tarah raha ja raha hai kis taraf pita ja raha hai itna pita ja raha hai musalman ko dikhai nahin deta hai madrachod media wale ko madrachod bolati hai ki desh ko mitane ke liye time bata re,0
tarun bhae ek bat bolu pehle hindu fighters or mule bolna band kar bahadur shah zafar ko janta hai meruth se jab angrezo ke khilaf ladayi hui thi us hi mule ne start kiya tha jab tere fighters nahi the sare us ladayi mor dusri bat pkmkb rahenge to yahi or bjp ho ya amit shah rangabila na aj tak mulim comunity ka kuch ukhad paye or na ukhad payenge,0
clear me one thing agr govt koi bhi law bnati h to kya jaruri h vo puri duniya ko involve kre agr vo ten country k liye h to just acept tht usme kyu nhi h usme kyu h is earth p spain bhi h italy bhi unhe kyu nhi involve kia are bhai jinhe hlp ki actualy ned h unhe do ya koi langar h bat te phiro,0
musalman imandar hote to hinduo ki mahan dhrohar wapas kar dete lekin wo imandar nahi hai musalmano shame shame,1
maths trick 2017 god news chunavi ko suces suces idea jo sabse badi saja diya jaye hindu ka nam nishan mita dega salvi teritory mein ag laga dega darbhanga se pushkar morbi ka saja diya jaye kisi tarah,0
"ap ke bs ki bt nhi hai , is situation ko bs congres control kr sakta hai",0
"zamana face bok ka hai , aur court bi gaye shadi ke liye lekin nam nahi pata chala",0
paster akele aur ye dono suresh kapil dono ko bilkul jankari nhi hai next time puri jankari lekar jana khud ke bap ki jankari nhi inko bhagwan ki kya jankari rkhege,0
tu sahi me whatsap university ke wikipedia se padha hua hai abe 1901 me kyu dekh raha us time koi janganana nhi hui thi 1947 after partition dekh na,0
tumhare khon me hi gadari hai ca se kisi ki nagrikta nhi gayi abhi tak toh bina matlab road block kyu kiye,1
aise chutiya master k jaise desh me aneko chutiya bhre pde h jo aise hi murkho jaisa tark dekr logo ko chutiya bnate h aur chutiya log chutiya bnte h,0
kitne garv apne name ke age dr laga k bol raha jaise wi desh ka pradhanmantri ho,0
sabhi ka khun he shamil is miti me zati makakan thodi he sab he kiraydar kisi ke bap ka hindustan thodi he lagegi ag to ayenge sabhi ke ghar zad me akele hamara makan thodi he me kisi film ka samarthan nahi karta chahe kisi dharam ke liye bani ho,0
alakhniranjan math main ganjan tune bahut phd kar rakhi hainasa main publish karayi hai kya report,0
bhai ek bar bhim army k ravan bhai ko yad kr lenfir dekhna wo wakil apne jibh se chat kr wo paper nam pr se hatayegagod job news laundry,0
bhayi kabhi ram punyani se puchlo ki ap ke log masih dharm kyon swikarte hainasliyat sunke apko sharm ke mare apka chanel band karna padege jay masih ki,0
jai bhim namo budhay thnk you bhai ye teacher pagal hai bhai jab iske ghar se koi dusri caste mai sadi krega na tab bat krnge ise kya ye apne beti ya bete ko mar dega,0
han kyunki bharat mein to unemployment ki rate 0 hai na aur bharat vishwguru banega sale chutiya pehle country to develop karlo,0
agar aese sale harami teacher honge to bacho ko kya padanenge anchor ne bada acha fasaya jaise ko taisa hes a phd who had given him a phd degre i filed with anger after listening to him dump dumbo dumpster teacher,0
"kyu ke as par record dargah hai 10 sal pura jab apka ye highway road nhi tha is liye dargah , masjid , mandir jaha hai use wahi rhne diya jaye yahi acha hoga warna ham nafrat ki ad me sab bardad kar denge",0
leftist se koi umed nhi karni h bas inka pichwada todne ka karyakram jari rkhna h,0
to manusmriti mein bhedbhav ko bhadava diya to gya hai isliye kah raha hon achi boks padhe nafrati batein us kitab mein likhi gayi hi hain dusra kuch log aisi do kaudi ki bok ka reference dekar mere pore religion ko badnam kar rhe stupid people,0
kuta bhi itna wafadar nahi hoga jitna ye hain saikdon sal jute khakar chapalon ke bathe hain jsr bol kar,0
o sab thik tha lekin civil enginering nhi krna tha ab lge rho sc je me,0
itni shaktiya hai dusare ke ander kyu dhundhte ho khud kyu nahi apni shakti ko jane ki kosish karte hai khud ko jan gaye to sanatan ko jan jayege,0
muslims ke liye sab kafir je muslim jutha ha je modi virodhi ha isliye jhan ha is ko uc or nrc se dar ha is liye jhan ha,1
koi hindu ya muslim sirf dekhne se pata chal jata ki samne bala hindu h ya muslim kuch din me to pata chal hi jayega,1
sir iam from nagaland yaha bimare koi church nahi jata hai sub hospital jata hai christian people,0
"maodo khub khus ho jao desh ke log to roti kapda , makan ke liye kute ki jindagi g rahe h ab unko jo bula rahe ho to khilaoge kya",0
"iski to fati padi hai , kisi ne ispar dabav dala haiye sala hindu bhai bol rha hai",0
ye gando mula musalmanoko yehi chalbji hai ye gando log apne apki nahi modege ye sale kutoki punch hai tedhi totedhi,1
itni giri nazar se dekhte hai us dharm se bahar nikal kar izat wala dharm apna lena chahiye,0
dalit bhai marana to ak din hai sahan karana band karo jawab dene ka himat karo jis din se jawab doge usi din se sudhar jayenge,0
sourabh ji es adami ko yese pele h ap main to takiya fad diya haste haste,0
reporter shukla ji apko kya dikat hai intercaste mariage se shukla ji koi dikat nahi hai yahi to dikat hai,0
h khud ko chutiy bna ra haiy hmko ky fekto ho yr peace ful people dlntopwh be ghonchuo girgit bhi shrmjye,0
"cristiano ronaldo han ye huyi na bat , sach mein aisi filmein koi ni dekhta",0
india kab bna ye bhi bta de bhai jo bol rha hai tum yha ke nahi ho tere pas tera dna hai kya ki tu kha se hai,0
"sourabh ji apke lehje se lgta hai ap arakshan jati ke adhar pe chahte hai , jo boht glt hai arakshan toh arthik stithi k hisab se hi hona chahiyeor jativad bhi khtm hona chahiyevivah kisi b jati me kro jahan dil mile vaha kro mai is chiz k liye agre hun",0
kyunki tum jese nlyk aj bhi unhe jati ki wjah se nicha dikhate h unka apman krte h low de,1
dalit log abhi bhi gulam hai unke sune wale koyi nahi hai esdesh me jati dekhkar sunway hota hai,0
"up m itni garibi hai aj dekha hu lekin ek bandar cm hai sirf apni nach dikhata h hindu muslim mandir masjid ka , gandu bndr cm dekho or shram kro thoda",0
beta tum jo sikh sikh kr rhe ho to ye q bhul jate ki hum hindu ne hi apne bache ko diya tha sikh bne ko aur aj tum mujse hi nafrad krte ho same on you,0
"agar teacher his itna bada rudhivadi ho , to bacho ko kya padhata hoga sabse bada anpdh teacher",0
bat kuch b ho agr ek ldki k sath b aisa hua h to b galat h wo bhale kerla k minister bole ya fr oposition party mei bjp k suport m nhi but religion transfer krwane ka presure hi galat hwo bhale hindu ho muslim ho christian ho ya aur kisi dharm k ho,0
saurabh dwivedi har bat ka thekra general pr mt phodo kitne sc cast st m shadi krte h yeh batao aur reservation dene se is ka kya lena dena h samaj ko jagrat krke hoga na ki colector sp k beto ko reservation dene se,0
dhoka aur ahsan frmosi tum fukaro ke khon mi haitum haerya guruo ke be kabi wafdar nahi huyaguruo ke sath be gadri ki thi kanu,1
kisi hindu ko dharam ko pata nahi hai lekin tum ko pata hai na hindu muslim kar ke tere ghar ka dal roti chalta hai thik hai jada mat bol,0
bht dukh h yr tujhe pr es dukh ka ilaj nhi kyoki brahmin jo the wahi hai aur wahi rhege hahaha,1
"bahi lalan top news wale kabhi bara kand aur senari kand pr bhi video bna lijiye , kab tk dalito k nam pr trp loge , swarno ke khilaf hui hinsa apko nhi dekhti ya dekhna nhi chahte ho , eisi midea se bhgwan hi desh ko bachaye",0
in jaysy log hi hindustan ko batna chatay hay or batay hay in ka bhasan ki may ninda karta hu ya log kahtay hay rarah karna wala chahiya,0
aisa hi hota raha to samjho bengal ho hath se gaya 50 musalman ho chuke hai population ke mamle me mamta bano ne bhar bhar ke rohingya ko basa diya hai voting ke lalach me,1
inko dikat hogi to kya ukhadlege ye teacher nahi hai ye manuvadi vichardhara ka vyakti hai,0
"kanon aur sarkar dono ki sochna chahiye , future ke bare me , hamara future bade khatre me hai , vote ke liye badhawa mat do , aur inhe jaldi jaldi pakistan bhejo ,",1
ap jiska photo apne piche laga rakhahe wah muslim the to ap kaun hue hidu eya muslim,0
ab bhai chara khatam ab hoga yalgar hindu vo ne bhai chara ab nahi bana hai ye natak 150 sal se chal raha hai lekin koi fayda nahi,1
nafrath kay bej bogay to angor ka bagh thodi hi niklay ga angar ka zaror niklega to nafrath ka diya mat jalao dost,0
jai ho bageshwar balaji maharaj jai ho dhirendra shashri ji maharaj ji maharaj agar ap shaktishali hai to ye mesage dekhkarhi ap meri kidney sudhar do mera dialisis band karwa do to hi mai apka ahsan manunga jai ho balaji,0
chutiye ko yeh bhi nahi pata ki ranver sena me rajput nahi bhumihar ka group hai,0
"sab thek hai , but apko akhilesh yadav ke bare me nanga karne wali bat nahi bolni chahiye thi",0
a very wel explained documentary wo bat alag hai ki bhakto ki jali hui hai kynki sach ka samna kar nhi pa rhe,0
jo he usme sharm kaisi reservation ya cast certificate banwate samay sab apni original cast batate hain lekin or jagah kuch or surname use karte he ye to galat he,0
to tum hinduo ko bachche se kya dusmani thi ye hinduo aur dalito ki ladayi thi to kya bachche ko maroge isiliye koi dalit hinduo ke kashmir me pele jane se dukh nahi balki khusi huyi afghanistan se pele gaye amritsar tak a gaye ab aur bhi pele jaoge,1
gadhe araksan ko samaj hi nahi rahe he ek jatke me araksan khatm karna he to ek idea du schol me ya kisi bhi document me jati likhna bandh karo,0
hinduo ke bare mai bhi batade jo videos dal rahe hai ladane ki dharam ke bare mai,0
hatao desh bachao yeh musalmano k hi nahi pori insaniyat k dushman hai yeh log ap k bhagwano ka nam tak kharab kar rahe hai jago hindu bhaiyo jago,1
"modi , yogi ke pas kerala story dekhna ka time hai lekin pahelwano se milne ka time nahi",0
"meri or har sache muslman ki badua hai zalimo ka alah khatma kare ya hune humare mazhab islam ki mohabat ata farmaye , zalim tu bhi ek din maut ma maza chakhega tu humesha zinda nahi rahega",0
bhosani walo ko pata nahin hai ye ghatana yad rakha gaya hai ane wale samay me kate jayenge,0
yeh police ki vajah se hi ho rha h yeh police wala bika hua h kya mule iske relative h hindu ki to yeh bat hi nhi sun rha h kya isko dikhta nhi h ki road me majar bna rakhi h hinduo par day h yeh jai bharat vandematram,1
prabhakar pojari nahi sir mujhe vande matram kahney mein koi sharm koi problem nahi hai yeh to prem hai bharat mata ke sathlekin ko bhi aise shabdon per rajnitik rotiyan pakayehindu musalman mein jhgda ladaye chahe woh owaisi ho ya mohan bhagwat mai aise logon ko dehdrohi hi kahonga,0
yar ye rs ki randi hai video gaor se dekho khud hi samajh ajayega kisne kya kaha hai,0
mera kahna yahi h agar masjid ki jagah mandir tha to usko hindu pach ko de dena chahiye yahi mera islam ka qaiyda h aur jo mere islam ka hukm h aur mai ise mane me koi zara sa shaq nahi hjai hind,0
are mere bhai yo dharma ko becha kha kar bolte ho ki bimar adami thik ho jata hai to kya murde ko bhi jinda kar sakte hai are salo haram khoro chan paiso ke liye dharm ko becha khaoge ushke bad ky apne bahan beti ko becha khaoge salo jago mere hindu bhaiyo,1
"bahut acha kar raha hai sudarshan newsharek jagah jaha prarthana hoti hai tala lagna chahiye kyuki ye log des ki sureksha liye , public ki sureksha k liye , des ki sena k liye , des ki achai k liye prarthana karte hainjogi rishi munio ko badhawa dena chahiye kyuki wo hame acha marga dikha sakte haihamari betiyan unke yaha mehfus hainacha kar rahe ho",0
bhai ko samjhana nahi a raha inter caste mariage suces nahi hoti samanya midle clas family me high profile me ho jati hai same cast me dhalna asan hoto hai,0
anakh 10 means self respect jisne godi media bola uski traf se apko sory sory i,0
"beta ager tm jaise chutiye hindu nupor sharma ka ka virodh na krte to ye muslim main kabhi itna dum hi nhi hota ki kanhaiya jaise pr hamla kren pr tm to wo jhatu ho jo khud to muslim ko bhai kahte ho or phir unhi ka chara bn jate ho , fir ho jata hai bhaichara",1
rajput jati ki upadhi kisi ne nhi di hai jo tyag du jo galat hai uska virodh to karunga chahe wh meri jati ka ho ya kisi aur,0
apne bataya to sach lekin batane ka tarika mujhe jacha nahi jaise ap kahna nahi chahte ki makers ne ise fiction man liya hai kya ab ap bhi darne lag gaye hain,0
esi karan ke wajese aj hindu converted ho raha hai kiun ki kisne toh iska faida uthayega he na,0
hindu samaj ka krodh hai ambedkar ji jyotiba phule aur ravidash ji jai se mahanaykno ko pranam,1
jai ho congres ki hinduon ko ek mat hone dena in gadaro ko surksit karo khandani raj chalta rahega aor bharat ka namo nisan mit jayega aor nehru khandan ko safalta mil jayegi,0
bjp karwati hai dange bjp aur rs pe ban laga do kabhi danga nahi hoga kahi bhi,0
ji mera khyal hai ki narender tripathi ji abhi nayi umra ke shero shayari karte naujawan hainanubhav ki thodi kami hai tabhi to kotkar samaj ko sudharne ki bat karte hainmera manana hai ki samay ke antral mein apne ap sab thik ho jayega,0
are ise ye batao up me tumhara bap baitha hai lodu ghar se nikal kar marega,0
godi to tu h kbhi jake dekh kisan srdiyo m kese anaj m pani deta h or tera nirv modi lone leke bhgta h jo gst s bhra jata h,0
muslman bae hum tumhari pehli bat se sehmat he or jo tu dusri bat ker rha he na k dunia k nakse se hindostan or hinduo ka nam nishan khatm ho jae ga kia kerlia tha re tere orangjeb ne bo bi aea tha hinduo or hindostan ko khatm kerne,0
salo bhosdi walo mera khun khol raha tumhari ma bahan ka bhosda salo kat ke kha jaunga,0
reporter sahab sahi nerve pakar liye apne hi caste me sadi karna chahiye kyu god sir sadi sabhi jati me honi chahiye,0
is police sho ke kilaf action lena chaiye kyuki isko kisi am admi se aise badtamiji karne ka adhikar nhi h,0
in sabko thakuro ke sath bethkar hi kyo khana hai ya bethna hai in logo ko atkshana mila hua apne ap ko padha likhakar sarkari naukri kare vo apne ap bethne denge lekin in logo ko to badi jati valo ki thaili me khana khana hai esa kyo kyo,0
"ye sab c hai , pata l ka nhai hai bs hala karna hai punjabiyo ko badnam kar hai hai , central government bas tamasha dekh rha hai , sab ko jail me dalo",0
"sirf is video ki wajah se subscribe kar raha hu asha hai is video se hindu jagenge aur secular , liberals aur bolywod ke bhando se dur bhagenge",0
"beta converted ho , phle uska pta lgao ki kon si pidhi ne islam kubol kiya , hindu hi the , usi trh behave kro , jhailiyat na dikhao arbi gulam",1
m apke in sare swalo ka bilkul sare questions ka answer dunga or woh bhi sare jawabo ka bilkul aise utr bilkul sthir or spast or mere utro se bilkul spast jisey sub khush honge,0
jacub 516 batate he ki prthana ke duara changai milita he ye pabitra atmaka kam he praisetha jesus god bles to al,0
karwao karao bus ab bacha gya ghar se beghar krne ka ya toh khud ho jayenge ya toh kar denge jisme dum vo rah lega,0
varna vyavastha alag hai or hum sab manushya jati ke hain ye dono alag batein hain,0
"abey bhosdike , harami jis thali mey khata hai usimey gandgi kr raha haiteri 10 pushtey bhi hindu ko mita nahi saktithu hai teri bolti pe",0
bhai jb jati ke adhar pr sosan hone pr reservation deti h governmento arthik isthiti pr sosan karta h jb koi to arthik rop se kamjor varg ko bhi reservation dena chahiye,0
bhai yah jo mara kanaya lal ko bahut dukhdki bat hai bahut afsos janak bat hai nahin hona chahie aisa magar iske pahle bahut se musalmano ko mar diya uske bare mein to ap kabhi kuch bolane ke liye nahin aye kya vah insan nahin tha kya usko upar wale ne banaya nahin tha bahut musalmano ko mob linching karke mar dala,0
ye sab to chalta hi rahega but sourabh bhai bhabhi ji k dupaton ka acha use kr rahe hain ap,0
jay maharashtra jay shivaray sir mera to yahi mana hai kahani sach hai ya kapnik hai ye to pata nhi agar sachi hai to un ladakiyonke ghar pe kya apda ai hogi ye to ohi jane ye ap our ham nhi samajsakte to isme rajaniti na laye plz,0
sab madarchodo ko ek desh dedo or pura desh bom se uda do koy desh ke kam na aya he or na ayega hamesa pakistan or bangla desh ko hi saport karenge,1
"to shambhu lal k pahchan hone k bad bhi tum libandu log suport ku kia tha 5 sal phale jab usne ek majdior ko jinda jalaya aur court mai bagwa lagaya dugla niti tumlog hi bante ho sharm bhi nahi ati tumlog ko , gobar bhara hai dimag mai kia ,",0
mera yehi kahena hai ki hum log ke liye hindu dharam ka koi bhagwan hai nahi hai hum hindu dharam ka kin bhagwan ko ab se puja he nahi karenge lanat hai hume aise dharam par,0
"yesu ne kaha inhone mujhpar dosh lagaya , tumpar bhi lagayenge praise the lord jesus what say in only truth and nothing else phir bhi yesu par us samay je panditon ne dosh prof nahi kar payen aj bhi yesu ke logon pe jhota arop lagate hain wow jesus is always right",0
aj germany kal k hitler ko gali deta hai kal ka bharat aj k modi ko gali dega,0
jis islam ko aman ka majhub khate hai aman hai kha islam me jo lot pat karte karte kha se kha a gaye are ye to hum hinduo ka or dusre jati ka aman pasand hai jo tum logo ko insan samajh muaf karte aye hai,0
ham yrse musal mano ko jan se mar dene ke bat kar te hi mode je ap se nebedan hi ke ye logo ko to pakishtan bhej do or nhe to godta ke jagh pa har jagh kand ho jeyega tab he ye log manege ke jab ye logo ka name he nhe ho hindustan me jay hind ma juje salam bande matram jay hind,1
"are bhai gobar khao sap pujo , bicho pujo dusra tumhare peche kiyo chaleduniya mai nastik bhi rahte hai har insan ho koi bhi mazhab folow karne ki azadi hai uncle n aunties tum do persent se age kiyo nahi bade",0
ileteracy is at it best bhejie shivraj chauhan ko aur sath me maharaja pushparaj singh ko b puchie kya vikas kia h rewa ka is teacher ka teaching certificate cancel hona chahie,0
isme kisi ka bhi kasor nhi hai kasor hai toh sirf dharm ka ase dharm ka kya faida jo dharm dusro ko mare hum toh khud ko indian mante hi jai hind ye danga bhe pora plan tha jo log bhar se aye onho ne ye danga kara wha pe salo se hindu muslim reh rhe the onhe toh pata bhe nhi chala ki ho kya rha,1
akhir jo dil me tha a hi gya na juban pepakistan ko indirect suport karte hohad h sach me,0
"bat karte hai hindu ekta ki , aur apne hi bhaiyo ko marete hai , bahut hi dukhad",0
bharat mein jativad aplog jaise youtuber aur aj kal kal ke yuva jatiwad karte hain hamare gaon mein sab milkar rahte hain koi jat dharm nahi dekhte hain hamare gaon ke log behtar yahi hoga ki sarkar se mang kiya jaye ki caste certificate banane kam hi band kar dena chahiye aur ab jitne bhi form bhare jaye usme caste na pucha jaye,0
jab tak tum dalit log brahman logon ke jija nahin banenge tab tak yah brahman log tumhen jene nahin denge,1
"hn ye to galat hai ki 320 bht bda number hai , lekin kya 10 ladkiyo ya bs 1 ldki ke sath esa hua hai or ise dukhaya gya hai to kya ye galat hai",0
ajit mtlb tu ye manta hai na ki ye chanel kisi ek comunity ke suport me khola gya hai or hamesha dusre comunity ke khilaf jahar ugalta hai,0
chutiyapa sale pagal h arakshan ko kyun koste hohima das b 5 gold medal arakshan s layi h abey chutiya sale reserved job slab dekho,0
joh koam subha sai shaym tak chilate hai ke hamara dharam toh pyar or shante ka majhab hai woh duniya mai her jagah danga kerte hai,1
mere hindu bhaiyo ab sone ka vakt gaya pathar tabhi tak salamat hai jab vo parvat se juda ho har har modi ghar ghar yogi,0
"reality dikhane k liye dhanyawad , hindu muslim to bahana hai , dharam ka asli kam casteism ko banaye rakhna hai",0
kapil gujar to ap vala tha ek tarfa aur biased reporting god dalantop ratan lal ka murder kaha dikhaya ankit sharma ko dangai bata dia vah bhai vah yah majar bech road par kabja kar kyo banayi hai,0
andbhakt sab andhbhakti kab choroge be salon ab to ankh kholo modi desh ko barbad kr rha hai,0
no this is not god sho ap talibani paida kar rahe ho ap atank ko badhawa de rahe ho sawal puchana jayaj h ye dar paida kar rahe ho kanon ka agar dar paida karana h to ye majar bana kaise usape bhi dar paida karo ap chor ho gadar ho,1
but mai to general hu aur brahmin ho rajput ho reservation lete hai obc me ate hai aur ews to hai hi,0
"dalits aur adivasis jo khud ko hindu bolte hai aur modi ko suport karte hai , dekhlo modi ka hindu rashtra",0
kyon jhuth faila rahe ho bhai tulsi das ji ne ramayan nahi likhi hain ramayan valmiki ji ne likhi hain na vedo me jati likhi hain na purano me sirf manusmriti me varn vyavstha ka jikr hain par wo hindu dharm granth nahi hain bharm se bahar ao bhai jhuth mat failao,0
brome khud chahta hu ki ye badhaye khtm holekin ham khod society ki vjh se majbor ho jate haibut i dont believe in casteismbut uske sath reservation bhi khtm ho jana chahiye,0
naxaliyo ne dalito ka upyog kiya aur dalit avi v unhi logo ke god me baithe hain,1
desh duniya mayi dharam manthan ho raha hai dharam ki jai ho adharam ka nash ho vishv ka kalyan ho,0
"alikhan pasmanda muslims laughing at corner suni siya kyu barelivi , dawod , bohra , ahele hades salafi ye sb sect kyu bna rakha haijb islam ek haimoreover maine to bhi suna hai agar saudi turkey afghan me tum khud ko ahle hades bol do gayab krk mar dete hai hai salafi wale",0
sabse jyada bhek brahman he magte hai humare yaha to har tyohar per katora lekar chale ate hai,1
chamar likhne me sharam ati hai aur chamar jati bata jo garv se bolo chamar he aur job pate ho tab lene me gand nahi fati hai sidha bat tum sale khud chamar hokar bhi bekar ho,1
je kutey bhonktey hai inko aur koi kam nahi iski shakal dekho je hindustnio ko damki de raha hai isko fansi par latkao kutey harami jai hind jai bharat,1
tum log kabhi nahi sudhro ge chahe kitna bhi indian me tum log ko ejat mile,0
yasir rizviab fat rhi h tery bda acha lg rha h owaisi k tym bda ala huakbar krte ho,0
up ka sbse gareb jila sravasti jaha city ka area bhi apko chote town jaisa lgega aur goan ki halat to tum pucho hi mat,0
tumhari ma ka bhosda agar ladna hi chahte ho to khul ke ao andhabhakto har hindu ke liye nhi sirf andhabhakto ke liye,0
mazdor ki taqlef pr bani film bhed wo nhi uska bat nhi corona lockdown me jo sach dikhaya wo sach h pr usko pm ki awaz nikalo uspr koi jawab nhi,0
"general ko ews milta h bht badi bat h , kyuki unhe discrimination nhi face karni pari thi na , na ki untouchability sb",0
nrc si ghuspetiyon ke liye hain bharat mei sirf bhartiye rahenge aur koi nhi iskiye nrc hai,0
koi mera desh k wareme kuch bhi golot bole ek ek sale ko chir dengehindustan zindabad tha hinduism hain hamesa zindabad rehegakan kholke sunle sale desh ki godar,1
or ha bat rahi buro ki to hamne duniyame ache amal kiye hoge to jarur mileginsahalah,0
bhalehi hamare purkhonko nahi pta tha par hume to ab pta chal gaya hai ki bhagwan nahi hai,0
"financial aur social equality bhi bahut jaruri hai hajaro salo se siksha , vyapar , etc par kabja rakha aur ab 70 salo m hi inko arakshan se samasya hone lagi jabki sachai sabke samne h ye to viral ho gaya nhi esi kitni ghatnaye hoti rehti h",0
kejriwal pani toh fre de raha hai na aur kya chahiye pani pio uske bad maro,0
agr hindustan jindabad dil se kehte ho to bharat ke dushman desh ke muslms ko ca or nrc ke through kyu dilwana chahte ho citizenship wo log dhukrakar gye the bharat ko apna pakistan lekar tumhare rishtedar lagte hai kya wo log ye sawal mera un sab muslms se hai jo iska viroth kar rahe hai,1
ek jagah vi dikhaiye ki kaha par logo ko paisa ka lalach dekar program me laye hai ek vi wakya dikhaiye na apka trp aur jyada bad jayega,0
acha apka mtlb jativad musalmano nai failaya hai mene abhi tak kisi musalman ko arakshan ka virodh krte nahi dekha mene ajtak kais musalman ko dalito kai sath bedbhav krte nahi dekha lekin swarn hinduo ko jarure ko kitni hi bar dekha ye sab chine krte huve,0
lo ye log bhi chamcha giri karne lage phali par bolne k moka mila h kya jese khisyani bili khambh noche,0
"aur sharzel imam bhi vo to paka gandhi bhakt tha , gandhi bhi pakistan bna gye , sharzel bhi asam alag krna chahta tha",0
pehlewali isko court jane ke bad pata chala dusriwali bol rahi bagal wale matlab bagalwale sab ko pata chaltabahut achcha script banaya,0
mujhe ni pta tum mujhe gali kyu de re ho me v de skta hu lekin me jo krta hu wo face 2 face hi krta hu,0
tere bap me dam ho nakli kisano lal kile per ab tirang ke alawa kuch or lahra ke dikha tere hi wahe guru ka vasta miti me mila denge,1
sach ko man lo tahir to jail mai hai par kapil mishra ab bhi nafrat faila raha hai ab to sudhar jao sach man lo,0
jativad khatm nahi hoga kyunki dalit hi ab dabane ka kam kar rhe hai is bachche ko hi dekh lo 620 par kya bol raha hai ab pandit log dab ke rehte hai,1
jai bhim jai savidhan jai sevalal salam alaikum ab ki bar bhujan pm bane nahi tu gulami ki or lekhe jaige log,0
gidal sala bhosri kasakal dekh aisa lag raha hai ki khuta bhokh raha haikhute ap jaise khute humare deash ko khokhla kr rahe haiagar mera bas chale tho 10 jhute pani mein bhigokar tere sar pr maru deshdrohi kuta,0
pehle itni population hone ki vjah se grebi i hui h desh m aur ye bahar se aur pulation ikathi kr rhe h,1
jay shri ram bhagwadhari sahi bat bol rahe ho brother nupur sharma ful suport karta hu bjp jindabad modi sarkar jindabad yoginath sarkari honi chahie jay shri ram,0
ha sahi kah rahe ho ye media wale to apni ma ko bishter pe beach ne wali hai harami media yogi aur modi jo julam karta usko dikhao bhosri wali randi ki beti chudai khanei teri ma kaise paida kiya,0
sc kaha kar rahe ha aps me shadhi koye chamar kaha batwal ke ghar koye megh kaha kar raha chamar ke ghar shadi,0
kis madarchod me dum hai hinduo ko marne ki madarchod hum hindu se koi nai takra sakta,0
just suposed this is a real story kitni sharm ki bat hai ki ye movie ke zariye pata chal raha hai aur modi ji ko khabr bhi nahi koi action nahi ye dange karwana chate he aur kuch nahi,0
abe 70 sal se reservation laga hai abhi tak bhi gareb hi bne hue ho or abhi bhi azadi ke pahale ki bat kar raha hai bhai kya general wale tere dost nhi hai kya unko tumse jyada no par bhi ouch nhi milta,0
tumhe kis chutiye ne bataya zna k bare mein zina ka matlb rape hota jo k moraly bhi ghalat hisliye kehta hun k whatsap ki duniya se bahr niklo warna es bewakofana bat pr log hasenge,0
kabtak desh ko barbad karoge esi bate kar ke bharet ek sekulor desh he our bharet me koi bhi dharm desh virodhi nahi he,0
